pickup_date,pickup_month,affiliated_base,trips
2015-01-02,2015-01,B02408,15
2015-01-02,2015-01,B02410,1
2015-01-02,2015-01,B02429,22
2015-01-02,2015-01,B02440,1
2015-01-02,2015-01,B02453,52
2015-01-02,2015-01,B02455,7
2015-01-02,2015-01,B02468,9
2015-01-02,2015-01,B02469,6
2015-01-02,2015-01,B02472,4
2015-01-02,2015-01,B02492,8
2015-01-02,2015-01,B02503,8
2015-01-02,2015-01,B02507,14
2015-01-02,2015-01,B02510,13
2015-01-02,2015-01,B02512,702
2015-01-02,2015-01,B02514,4
2015-01-02,2015-01,B02515,2
2015-01-02,2015-01,B02522,9
2015-01-02,2015-01,B02524,4
2015-01-02,2015-01,B02532,11
2015-01-02,2015-01,B02533,8
2015-01-02,2015-01,B02534,9
2015-01-02,2015-01,B02587,9
2015-01-02,2015-01,B02588,3
2015-01-02,2015-01,B02598,4243
2015-01-02,2015-01,B02608,3
2015-01-02,2015-01,B02609,14
2015-01-02,2015-01,B02611,1
2015-01-02,2015-01,B02617,6683
2015-01-02,2015-01,B02630,1
2015-01-02,2015-01,B02638,10
2015-01-02,2015-01,B02642,13
2015-01-02,2015-01,B02644,47
2015-01-02,2015-01,B02646,35
2015-01-02,2015-01,B02651,72
2015-01-02,2015-01,B02668,8
2015-01-02,2015-01,B02670,9
2015-01-02,2015-01,B02682,4393
2015-01-02,2015-01,B02689,1
2015-01-02,2015-01,B02715,87
2015-01-02,2015-01,B02723,17
2015-01-02,2015-01,B02724,7
2015-01-02,2015-01,B02729,477
2015-01-02,2015-01,B02732,9
2015-01-02,2015-01,B02737,14
2015-01-02,2015-01,B02747,4
2015-01-02,2015-01,B02749,25
2015-01-02,2015-01,B02763,23
2015-01-02,2015-01,B02764,16070
2015-01-02,2015-01,B02765,286
2015-01-02,2015-01,B02767,12
2015-01-02,2015-01,B02769,6
2015-01-02,2015-01,B02770,15
2015-01-02,2015-01,B02771,7
2015-01-02,2015-01,B02772,5
2015-01-02,2015-01,B02774,303
2015-01-02,2015-01,B02775,4
2015-01-02,2015-01,B02783,5
2015-01-02,2015-01,B02784,4
2015-01-02,2015-01,B02787,24
2015-01-02,2015-01,B02788,99
2015-01-02,2015-01,B02789,77
2015-01-02,2015-01,B02795,5
2015-01-02,2015-01,B02798,6
2015-01-02,2015-01,B02800,20
2015-01-02,2015-01,B02806,29
2015-01-02,2015-01,B02809,1
2015-01-02,2015-01,B02810,8
2015-01-02,2015-01,B02814,8
2015-01-02,2015-01,B02815,3
2015-01-02,2015-01,B02818,91
2015-01-02,2015-01,B02820,3
2015-01-02,2015-01,B02822,11
2015-01-02,2015-01,B02834,12
2015-01-02,2015-01,,1818
2015-01-03,2015-01,B00013,126
2015-01-03,2015-01,B00014,140
2015-01-03,2015-01,B00035,6
2015-01-03,2015-01,B00053,249
2015-01-03,2015-01,B00083,12
2015-01-03,2015-01,B00111,329
2015-01-03,2015-01,B00208,14
2015-01-03,2015-01,B00227,123
2015-01-03,2015-01,B00235,10
2015-01-03,2015-01,B00236,4
2015-01-03,2015-01,B00254,106
2015-01-03,2015-01,B00271,185
2015-01-03,2015-01,B00272,412
2015-01-03,2015-01,B00277,101
2015-01-03,2015-01,B00280,110
2015-01-03,2015-01,B00296,71
2015-01-03,2015-01,B00381,74
2015-01-03,2015-01,B00411,10
2015-01-03,2015-01,B00412,55
2015-01-03,2015-01,B00446,53
2015-01-03,2015-01,B00448,236
2015-01-03,2015-01,B00477,177
2015-01-03,2015-01,B00608,32
2015-01-03,2015-01,B00628,139
2015-01-03,2015-01,B00789,294
2015-01-03,2015-01,B00837,61
2015-01-03,2015-01,B00888,30
2015-01-03,2015-01,B01087,221
2015-01-03,2015-01,B01183,11
2015-01-03,2015-01,B01197,94
2015-01-03,2015-01,B01309,1
2015-01-03,2015-01,B01367,33
2015-01-03,2015-01,B01779,29
2015-01-03,2015-01,B01803,3
2015-01-03,2015-01,B01861,3
2015-01-03,2015-01,B01871,2
2015-01-03,2015-01,B01875,73
2015-01-03,2015-01,B01876,4
2015-01-03,2015-01,B01877,77
2015-01-03,2015-01,B01899,90
2015-01-03,2015-01,B01907,18
2015-01-03,2015-01,B01949,129
2015-01-03,2015-01,B01976,37
2015-01-03,2015-01,B01985,29
2015-01-03,2015-01,B01998,125
2015-01-03,2015-01,B02003,64
2015-01-03,2015-01,B02005,2
2015-01-03,2015-01,B02011,4
2015-01-03,2015-01,B02016,29
2015-01-03,2015-01,B02022,7
2015-01-03,2015-01,B02067,75
2015-01-03,2015-01,B02073,7
2015-01-03,2015-01,B02096,34
2015-01-03,2015-01,B02101,97
2015-01-03,2015-01,B02110,2
2015-01-03,2015-01,B02133,16
2015-01-03,2015-01,B02148,3
2015-01-03,2015-01,B02160,22
2015-01-03,2015-01,B02175,1
2015-01-03,2015-01,B02202,24
2015-01-03,2015-01,B02207,132
2015-01-03,2015-01,B02216,153
2015-01-03,2015-01,B02217,6
2015-01-03,2015-01,B02225,16
2015-01-03,2015-01,B02241,2
2015-01-03,2015-01,B02243,1
2015-01-03,2015-01,B02253,18
2015-01-03,2015-01,B02273,30
2015-01-03,2015-01,B02277,6
2015-01-03,2015-01,B02285,20
2015-01-03,2015-01,B02298,4
2015-01-03,2015-01,B02306,1
2015-01-03,2015-01,B02330,3
2015-01-03,2015-01,B02331,6
2015-01-03,2015-01,B02334,13
2015-01-03,2015-01,B02339,4
2015-01-03,2015-01,B02342,14
2015-01-03,2015-01,B02345,49
2015-01-03,2015-01,B02352,9
2015-01-03,2015-01,B02356,4
2015-01-03,2015-01,B02376,4
2015-01-03,2015-01,B02382,12
2015-01-03,2015-01,B02401,46
2015-01-03,2015-01,B02408,10
2015-01-03,2015-01,B02418,4
2015-01-03,2015-01,B02429,21
2015-01-03,2015-01,B02453,76
2015-01-03,2015-01,B02459,3
2015-01-03,2015-01,B02460,1
2015-01-03,2015-01,B02468,19
2015-01-03,2015-01,B02469,20
2015-01-03,2015-01,B02492,24
2015-01-03,2015-01,B02507,20
2015-01-03,2015-01,B02510,30
2015-01-03,2015-01,B02512,934
2015-01-03,2015-01,B02514,14
2015-01-03,2015-01,B02518,10
2015-01-03,2015-01,B02522,19
2015-01-03,2015-01,B02524,8
2015-01-03,2015-01,B02532,8
2015-01-03,2015-01,B02533,8
2015-01-03,2015-01,B02534,4
2015-01-03,2015-01,B02587,12
2015-01-03,2015-01,B02588,4
2015-01-03,2015-01,B02598,6643
2015-01-03,2015-01,B02608,3
2015-01-03,2015-01,B02609,26
2015-01-03,2015-01,B02617,10289
2015-01-03,2015-01,B02633,1
2015-01-03,2015-01,B02638,1
2015-01-03,2015-01,B02642,11
2015-01-03,2015-01,B02644,73
2015-01-03,2015-01,B02646,41
2015-01-03,2015-01,B02651,97
2015-01-03,2015-01,B02655,8
2015-01-03,2015-01,B02668,22
2015-01-03,2015-01,B02670,11
2015-01-03,2015-01,B02682,6188
2015-01-03,2015-01,B02683,2
2015-01-03,2015-01,B02686,4
2015-01-03,2015-01,B02689,28
2015-01-03,2015-01,B02699,8
2015-01-03,2015-01,B02715,119
2015-01-03,2015-01,B02723,15
2015-01-03,2015-01,B02724,6
2015-01-03,2015-01,B02725,5
2015-01-03,2015-01,B02729,756
2015-01-03,2015-01,B02732,10
2015-01-03,2015-01,B02737,5
2015-01-03,2015-01,B02739,7
2015-01-03,2015-01,B02747,12
2015-01-03,2015-01,B02749,37
2015-01-03,2015-01,B02763,62
2015-01-03,2015-01,B02764,25159
2015-01-03,2015-01,B02765,427
2015-01-03,2015-01,B02767,17
2015-01-03,2015-01,B02769,13
2015-01-03,2015-01,B02770,5
2015-01-03,2015-01,B02771,3
2015-01-03,2015-01,B02772,16
2015-01-03,2015-01,B02774,404
2015-01-03,2015-01,B02775,14
2015-01-03,2015-01,B02783,2
2015-01-03,2015-01,B02784,9
2015-01-03,2015-01,B02787,11
2015-01-03,2015-01,B02788,150
2015-01-03,2015-01,B02789,110
2015-01-03,2015-01,B02795,7
2015-01-03,2015-01,B02800,15
2015-01-03,2015-01,B02806,40
2015-01-03,2015-01,B02809,22
2015-01-03,2015-01,B02814,4
2015-01-03,2015-01,B02815,6
2015-01-03,2015-01,B02818,87
2015-01-03,2015-01,B02820,1
2015-01-03,2015-01,B02822,21
2015-01-03,2015-01,B02834,23
2015-01-03,2015-01,,2461
2015-01-04,2015-01,B00013,87
2015-01-04,2015-01,B00014,106
2015-01-04,2015-01,B00035,7
2015-01-04,2015-01,B00053,181
2015-01-04,2015-01,B00083,16
2015-01-04,2015-01,B00111,339
2015-01-04,2015-01,B00202,1
2015-01-04,2015-01,B00227,99
2015-01-04,2015-01,B00235,11
2015-01-04,2015-01,B00254,78
2015-01-04,2015-01,B00271,136
2015-01-04,2015-01,B00272,253
2015-01-04,2015-01,B00277,76
2015-01-04,2015-01,B00280,95
2015-01-04,2015-01,B00296,70
2015-01-04,2015-01,B00381,65
2015-01-04,2015-01,B00411,15
2015-01-04,2015-01,B00412,62
2015-01-04,2015-01,B00446,23
2015-01-04,2015-01,B00448,292
2015-01-04,2015-01,B00477,112
2015-01-04,2015-01,B00608,42
2015-01-04,2015-01,B00628,105
2015-01-04,2015-01,B00789,248
2015-01-04,2015-01,B00837,31
2015-01-04,2015-01,B00888,16
2015-01-04,2015-01,B01087,171
2015-01-04,2015-01,B01183,3
2015-01-04,2015-01,B01197,64
2015-01-04,2015-01,B01309,11
2015-01-04,2015-01,B01367,51
2015-01-04,2015-01,B01779,26
2015-01-04,2015-01,B01803,10
2015-01-04,2015-01,B01861,2
2015-01-04,2015-01,B01871,2
2015-01-04,2015-01,B01875,35
2015-01-04,2015-01,B01876,2
2015-01-04,2015-01,B01877,58
2015-01-04,2015-01,B01899,48
2015-01-04,2015-01,B01907,7
2015-01-04,2015-01,B01913,1
2015-01-04,2015-01,B01938,1
2015-01-04,2015-01,B01949,73
2015-01-04,2015-01,B01976,28
2015-01-04,2015-01,B01985,14
2015-01-04,2015-01,B01998,152
2015-01-04,2015-01,B02003,52
2015-01-04,2015-01,B02016,6
2015-01-04,2015-01,B02022,7
2015-01-04,2015-01,B02067,53
2015-01-04,2015-01,B02073,9
2015-01-04,2015-01,B02096,20
2015-01-04,2015-01,B02101,42
2015-01-04,2015-01,B02110,4
2015-01-04,2015-01,B02133,14
2015-01-04,2015-01,B02148,1
2015-01-04,2015-01,B02160,5
2015-01-04,2015-01,B02202,23
2015-01-04,2015-01,B02207,95
2015-01-04,2015-01,B02216,117
2015-01-04,2015-01,B02217,6
2015-01-04,2015-01,B02225,10
2015-01-04,2015-01,B02252,10
2015-01-04,2015-01,B02253,4
2015-01-04,2015-01,B02256,6
2015-01-04,2015-01,B02273,15
2015-01-04,2015-01,B02280,3
2015-01-04,2015-01,B02285,6
2015-01-04,2015-01,B02330,7
2015-01-04,2015-01,B02331,10
2015-01-04,2015-01,B02334,6
2015-01-04,2015-01,B02345,40
2015-01-04,2015-01,B02352,9
2015-01-04,2015-01,B02356,3
2015-01-04,2015-01,B02382,18
2015-01-04,2015-01,B02401,32
2015-01-04,2015-01,B02429,7
2015-01-04,2015-01,B02453,38
2015-01-04,2015-01,B02468,1
2015-01-04,2015-01,B02469,10
2015-01-04,2015-01,B02472,2
2015-01-04,2015-01,B02492,10
2015-01-04,2015-01,B02503,6
2015-01-04,2015-01,B02507,23
2015-01-04,2015-01,B02510,12
2015-01-04,2015-01,B02512,696
2015-01-04,2015-01,B02514,10
2015-01-04,2015-01,B02522,6
2015-01-04,2015-01,B02524,1
2015-01-04,2015-01,B02532,10
2015-01-04,2015-01,B02533,2
2015-01-04,2015-01,B02534,18
2015-01-04,2015-01,B02587,13
2015-01-04,2015-01,B02588,11
2015-01-04,2015-01,B02598,4558
2015-01-04,2015-01,B02608,7
2015-01-04,2015-01,B02609,22
2015-01-04,2015-01,B02617,7321
2015-01-04,2015-01,B02633,4
2015-01-04,2015-01,B02638,5
2015-01-04,2015-01,B02642,6
2015-01-04,2015-01,B02644,42
2015-01-04,2015-01,B02646,35
2015-01-04,2015-01,B02651,47
2015-01-04,2015-01,B02668,7
2015-01-04,2015-01,B02670,5
2015-01-04,2015-01,B02682,4342
2015-01-04,2015-01,B02686,1
2015-01-04,2015-01,B02689,1
2015-01-04,2015-01,B02699,1
2015-01-04,2015-01,B02715,78
2015-01-04,2015-01,B02723,5
2015-01-04,2015-01,B02724,3
2015-01-04,2015-01,B02725,8
2015-01-04,2015-01,B02729,520
2015-01-04,2015-01,B02732,5
2015-01-04,2015-01,B02737,3
2015-01-04,2015-01,B02749,45
2015-01-04,2015-01,B02761,5
2015-01-04,2015-01,B02763,39
2015-01-04,2015-01,B02764,17010
2015-01-04,2015-01,B02765,287
2015-01-04,2015-01,B02767,7
2015-01-04,2015-01,B02769,18
2015-01-04,2015-01,B02770,17
2015-01-04,2015-01,B02771,3
2015-01-04,2015-01,B02772,11
2015-01-04,2015-01,B02774,275
2015-01-04,2015-01,B02783,1
2015-01-04,2015-01,B02787,12
2015-01-04,2015-01,B02788,115
2015-01-04,2015-01,B02789,72
2015-01-04,2015-01,B02795,3
2015-01-04,2015-01,B02800,20
2015-01-04,2015-01,B02806,22
2015-01-04,2015-01,B02809,11
2015-01-04,2015-01,B02810,10
2015-01-04,2015-01,B02814,9
2015-01-04,2015-01,B02815,5
2015-01-04,2015-01,B02818,97
2015-01-04,2015-01,B02820,8
2015-01-04,2015-01,B02822,22
2015-01-04,2015-01,B02834,14
2015-01-04,2015-01,,1945
2015-01-05,2015-01,B00013,142
2015-01-05,2015-01,B00014,113
2015-01-05,2015-01,B00035,12
2015-01-05,2015-01,B00053,187
2015-01-05,2015-01,B00083,18
2015-01-05,2015-01,B00111,334
2015-01-05,2015-01,B00202,2
2015-01-05,2015-01,B00227,126
2015-01-05,2015-01,B00235,6
2015-01-05,2015-01,B00254,60
2015-01-05,2015-01,B00271,239
2015-01-05,2015-01,B00272,215
2015-01-05,2015-01,B00277,45
2015-01-05,2015-01,B00280,147
2015-01-05,2015-01,B00296,44
2015-01-05,2015-01,B00381,73
2015-01-05,2015-01,B00411,24
2015-01-05,2015-01,B00412,79
2015-01-05,2015-01,B00446,98
2015-01-05,2015-01,B00448,280
2015-01-05,2015-01,B00477,176
2015-01-05,2015-01,B00608,62
2015-01-05,2015-01,B00623,2
2015-01-05,2015-01,B00628,156
2015-01-05,2015-01,B00789,319
2015-01-05,2015-01,B00837,38
2015-01-05,2015-01,B00888,50
2015-01-05,2015-01,B01087,221
2015-01-05,2015-01,B01183,10
2015-01-05,2015-01,B01197,71
2015-01-05,2015-01,B01309,1
2015-01-05,2015-01,B01367,60
2015-01-05,2015-01,B01779,38
2015-01-05,2015-01,B01803,20
2015-01-05,2015-01,B01861,5
2015-01-05,2015-01,B01871,9
2015-01-05,2015-01,B01875,50
2015-01-05,2015-01,B01877,74
2015-01-05,2015-01,B01899,48
2015-01-05,2015-01,B01907,21
2015-01-05,2015-01,B01913,3
2015-01-05,2015-01,B01938,4
2015-01-05,2015-01,B01949,105
2015-01-05,2015-01,B01976,22
2015-01-05,2015-01,B01985,14
2015-01-05,2015-01,B01990,1
2015-01-05,2015-01,B01998,229
2015-01-05,2015-01,B02003,85
2015-01-05,2015-01,B02005,4
2015-01-05,2015-01,B02011,2
2015-01-05,2015-01,B02016,30
2015-01-05,2015-01,B02022,17
2015-01-05,2015-01,B02054,2
2015-01-05,2015-01,B02067,69
2015-01-05,2015-01,B02073,13
2015-01-05,2015-01,B02096,19
2015-01-05,2015-01,B02101,63
2015-01-05,2015-01,B02110,3
2015-01-05,2015-01,B02133,25
2015-01-05,2015-01,B02147,2
2015-01-05,2015-01,B02148,3
2015-01-05,2015-01,B02160,18
2015-01-05,2015-01,B02173,3
2015-01-05,2015-01,B02175,4
2015-01-05,2015-01,B02202,15
2015-01-05,2015-01,B02207,49
2015-01-05,2015-01,B02216,94
2015-01-05,2015-01,B02217,2
2015-01-05,2015-01,B02222,5
2015-01-05,2015-01,B02225,8
2015-01-05,2015-01,B02240,1
2015-01-05,2015-01,B02241,2
2015-01-05,2015-01,B02252,7
2015-01-05,2015-01,B02253,35
2015-01-05,2015-01,B02273,8
2015-01-05,2015-01,B02277,6
2015-01-05,2015-01,B02280,3
2015-01-05,2015-01,B02285,26
2015-01-05,2015-01,B02306,6
2015-01-05,2015-01,B02330,1
2015-01-05,2015-01,B02331,2
2015-01-05,2015-01,B02334,5
2015-01-05,2015-01,B02342,13
2015-01-05,2015-01,B02345,47
2015-01-05,2015-01,B02352,2
2015-01-05,2015-01,B02356,1
2015-01-05,2015-01,B02382,12
2015-01-05,2015-01,B02401,30
2015-01-05,2015-01,B02408,11
2015-01-05,2015-01,B02410,17
2015-01-05,2015-01,B02418,4
2015-01-05,2015-01,B02429,16
2015-01-05,2015-01,B02453,72
2015-01-05,2015-01,B02455,7
2015-01-05,2015-01,B02468,7
2015-01-05,2015-01,B02469,6
2015-01-05,2015-01,B02492,14
2015-01-05,2015-01,B02499,7
2015-01-05,2015-01,B02503,7
2015-01-05,2015-01,B02507,24
2015-01-05,2015-01,B02510,3
2015-01-05,2015-01,B02512,863
2015-01-05,2015-01,B02513,1
2015-01-05,2015-01,B02522,10
2015-01-05,2015-01,B02524,2
2015-01-05,2015-01,B02532,7
2015-01-05,2015-01,B02533,21
2015-01-05,2015-01,B02534,7
2015-01-05,2015-01,B02554,3
2015-01-05,2015-01,B02587,20
2015-01-05,2015-01,B02588,5
2015-01-05,2015-01,B02597,1
2015-01-05,2015-01,B02598,5075
2015-01-05,2015-01,B02608,11
2015-01-05,2015-01,B02609,16
2015-01-05,2015-01,B02610,2
2015-01-05,2015-01,B02611,1
2015-01-05,2015-01,B02617,7449
2015-01-05,2015-01,B02630,4
2015-01-05,2015-01,B02633,5
2015-01-05,2015-01,B02642,6
2015-01-05,2015-01,B02644,38
2015-01-05,2015-01,B02646,30
2015-01-05,2015-01,B02651,52
2015-01-05,2015-01,B02655,16
2015-01-05,2015-01,B02664,7
2015-01-05,2015-01,B02668,4
2015-01-05,2015-01,B02670,9
2015-01-05,2015-01,B02682,4800
2015-01-05,2015-01,B02715,92
2015-01-05,2015-01,B02723,16
2015-01-05,2015-01,B02724,5
2015-01-05,2015-01,B02725,8
2015-01-05,2015-01,B02729,543
2015-01-05,2015-01,B02737,1
2015-01-05,2015-01,B02739,12
2015-01-05,2015-01,B02749,26
2015-01-05,2015-01,B02763,32
2015-01-05,2015-01,B02764,16637
2015-01-05,2015-01,B02765,390
2015-01-05,2015-01,B02767,7
2015-01-05,2015-01,B02769,13
2015-01-05,2015-01,B02770,24
2015-01-05,2015-01,B02771,3
2015-01-05,2015-01,B02772,6
2015-01-05,2015-01,B02774,290
2015-01-05,2015-01,B02775,9
2015-01-05,2015-01,B02776,1
2015-01-05,2015-01,B02784,6
2015-01-05,2015-01,B02787,14
2015-01-05,2015-01,B02788,90
2015-01-05,2015-01,B02789,57
2015-01-05,2015-01,B02795,1
2015-01-05,2015-01,B02798,6
2015-01-05,2015-01,B02800,2
2015-01-05,2015-01,B02806,9
2015-01-05,2015-01,B02809,2
2015-01-05,2015-01,B02810,13
2015-01-05,2015-01,B02814,6
2015-01-05,2015-01,B02815,7
2015-01-05,2015-01,B02818,52
2015-01-05,2015-01,B02820,4
2015-01-05,2015-01,B02822,10
2015-01-05,2015-01,B02834,9
2015-01-05,2015-01,,1820
2015-01-06,2015-01,B00013,150
2015-01-06,2015-01,B00014,160
2015-01-06,2015-01,B00035,7
2015-01-06,2015-01,B00053,173
2015-01-06,2015-01,B00083,11
2015-01-06,2015-01,B00111,337
2015-01-06,2015-01,B00202,3
2015-01-06,2015-01,B00208,3
2015-01-06,2015-01,B00227,97
2015-01-06,2015-01,B00235,2
2015-01-06,2015-01,B00236,2
2015-01-06,2015-01,B00254,72
2015-01-06,2015-01,B00271,197
2015-01-06,2015-01,B00272,284
2015-01-06,2015-01,B00277,73
2015-01-06,2015-01,B00280,193
2015-01-06,2015-01,B00296,45
2015-01-06,2015-01,B00381,65
2015-01-06,2015-01,B00411,25
2015-01-06,2015-01,B00412,85
2015-01-06,2015-01,B00446,47
2015-01-06,2015-01,B00448,261
2015-01-06,2015-01,B00477,155
2015-01-06,2015-01,B00608,42
2015-01-06,2015-01,B00623,2
2015-01-06,2015-01,B00628,119
2015-01-06,2015-01,B00789,287
2015-01-06,2015-01,B00837,59
2015-01-06,2015-01,B00888,39
2015-01-06,2015-01,B01087,187
2015-01-06,2015-01,B01183,15
2015-01-06,2015-01,B01197,93
2015-01-06,2015-01,B01309,7
2015-01-06,2015-01,B01367,91
2015-01-06,2015-01,B01779,24
2015-01-06,2015-01,B01803,27
2015-01-06,2015-01,B01861,5
2015-01-06,2015-01,B01871,7
2015-01-06,2015-01,B01875,42
2015-01-06,2015-01,B01876,7
2015-01-06,2015-01,B01877,66
2015-01-06,2015-01,B01899,72
2015-01-06,2015-01,B01907,8
2015-01-06,2015-01,B01913,5
2015-01-06,2015-01,B01938,3
2015-01-06,2015-01,B01949,111
2015-01-06,2015-01,B01976,27
2015-01-06,2015-01,B01985,23
2015-01-06,2015-01,B01989,2
2015-01-06,2015-01,B01990,5
2015-01-06,2015-01,B01998,211
2015-01-06,2015-01,B02003,71
2015-01-06,2015-01,B02005,9
2015-01-06,2015-01,B02016,34
2015-01-06,2015-01,B02022,13
2015-01-06,2015-01,B02054,2
2015-01-06,2015-01,B02067,95
2015-01-06,2015-01,B02073,5
2015-01-06,2015-01,B02096,26
2015-01-06,2015-01,B02101,61
2015-01-06,2015-01,B02110,1
2015-01-06,2015-01,B02127,2
2015-01-06,2015-01,B02133,19
2015-01-06,2015-01,B02160,19
2015-01-06,2015-01,B02173,2
2015-01-06,2015-01,B02191,2
2015-01-06,2015-01,B02202,19
2015-01-06,2015-01,B02207,69
2015-01-06,2015-01,B02216,120
2015-01-06,2015-01,B02217,5
2015-01-06,2015-01,B02222,5
2015-01-06,2015-01,B02225,18
2015-01-06,2015-01,B02241,10
2015-01-06,2015-01,B02252,10
2015-01-06,2015-01,B02253,28
2015-01-06,2015-01,B02254,2
2015-01-06,2015-01,B02256,5
2015-01-06,2015-01,B02273,18
2015-01-06,2015-01,B02277,4
2015-01-06,2015-01,B02280,7
2015-01-06,2015-01,B02285,22
2015-01-06,2015-01,B02306,6
2015-01-06,2015-01,B02330,8
2015-01-06,2015-01,B02331,4
2015-01-06,2015-01,B02334,9
2015-01-06,2015-01,B02342,7
2015-01-06,2015-01,B02345,50
2015-01-06,2015-01,B02352,2
2015-01-06,2015-01,B02356,2
2015-01-06,2015-01,B02376,2
2015-01-06,2015-01,B02382,17
2015-01-06,2015-01,B02401,43
2015-01-06,2015-01,B02406,1
2015-01-06,2015-01,B02408,7
2015-01-06,2015-01,B02410,2
2015-01-06,2015-01,B02418,11
2015-01-06,2015-01,B02429,13
2015-01-06,2015-01,B02453,54
2015-01-06,2015-01,B02459,3
2015-01-06,2015-01,B02468,1
2015-01-06,2015-01,B02469,7
2015-01-06,2015-01,B02472,6
2015-01-06,2015-01,B02492,11
2015-01-06,2015-01,B02499,3
2015-01-06,2015-01,B02503,4
2015-01-06,2015-01,B02507,25
2015-01-06,2015-01,B02510,8
2015-01-06,2015-01,B02512,1072
2015-01-06,2015-01,B02514,3
2015-01-06,2015-01,B02518,12
2015-01-06,2015-01,B02522,12
2015-01-06,2015-01,B02524,2
2015-01-06,2015-01,B02532,5
2015-01-06,2015-01,B02533,9
2015-01-06,2015-01,B02534,8
2015-01-06,2015-01,B02554,6
2015-01-06,2015-01,B02587,2
2015-01-06,2015-01,B02588,3
2015-01-06,2015-01,B02598,5946
2015-01-06,2015-01,B02608,2
2015-01-06,2015-01,B02609,47
2015-01-06,2015-01,B02610,4
2015-01-06,2015-01,B02611,6
2015-01-06,2015-01,B02617,9686
2015-01-06,2015-01,B02633,5
2015-01-06,2015-01,B02642,5
2015-01-06,2015-01,B02644,32
2015-01-06,2015-01,B02646,37
2015-01-06,2015-01,B02651,70
2015-01-06,2015-01,B02655,16
2015-01-06,2015-01,B02664,12
2015-01-06,2015-01,B02668,1
2015-01-06,2015-01,B02670,11
2015-01-06,2015-01,B02680,10
2015-01-06,2015-01,B02682,6052
2015-01-06,2015-01,B02683,17
2015-01-06,2015-01,B02686,3
2015-01-06,2015-01,B02689,17
2015-01-06,2015-01,B02699,5
2015-01-06,2015-01,B02715,125
2015-01-06,2015-01,B02723,6
2015-01-06,2015-01,B02724,8
2015-01-06,2015-01,B02725,5
2015-01-06,2015-01,B02729,793
2015-01-06,2015-01,B02737,10
2015-01-06,2015-01,B02739,14
2015-01-06,2015-01,B02747,1
2015-01-06,2015-01,B02749,65
2015-01-06,2015-01,B02763,5
2015-01-06,2015-01,B02764,20922
2015-01-06,2015-01,B02765,447
2015-01-06,2015-01,B02767,1
2015-01-06,2015-01,B02769,13
2015-01-06,2015-01,B02770,9
2015-01-06,2015-01,B02771,13
2015-01-06,2015-01,B02772,15
2015-01-06,2015-01,B02773,1
2015-01-06,2015-01,B02774,353
2015-01-06,2015-01,B02775,8
2015-01-06,2015-01,B02783,5
2015-01-06,2015-01,B02784,1
2015-01-06,2015-01,B02787,21
2015-01-06,2015-01,B02788,138
2015-01-06,2015-01,B02789,69
2015-01-06,2015-01,B02795,4
2015-01-06,2015-01,B02800,17
2015-01-06,2015-01,B02806,24
2015-01-06,2015-01,B02809,4
2015-01-06,2015-01,B02810,12
2015-01-06,2015-01,B02814,13
2015-01-06,2015-01,B02815,16
2015-01-06,2015-01,B02818,70
2015-01-06,2015-01,B02820,7
2015-01-06,2015-01,B02822,20
2015-01-06,2015-01,B02826,4
2015-01-06,2015-01,B02834,8
2015-01-06,2015-01,,2132
2015-01-07,2015-01,B00013,153
2015-01-07,2015-01,B00014,114
2015-01-07,2015-01,B00035,1
2015-01-07,2015-01,B00053,229
2015-01-07,2015-01,B00083,18
2015-01-07,2015-01,B00111,367
2015-01-07,2015-01,B00202,2
2015-01-07,2015-01,B00208,2
2015-01-07,2015-01,B00227,130
2015-01-07,2015-01,B00235,7
2015-01-07,2015-01,B00254,57
2015-01-07,2015-01,B00271,252
2015-01-07,2015-01,B00272,274
2015-01-07,2015-01,B00277,81
2015-01-07,2015-01,B00280,115
2015-01-07,2015-01,B00296,39
2015-01-07,2015-01,B00381,88
2015-01-07,2015-01,B00411,12
2015-01-07,2015-01,B00412,80
2015-01-07,2015-01,B00446,91
2015-01-07,2015-01,B00448,259
2015-01-07,2015-01,B00477,176
2015-01-07,2015-01,B00608,66
2015-01-07,2015-01,B00623,2
2015-01-07,2015-01,B00628,142
2015-01-07,2015-01,B00789,304
2015-01-07,2015-01,B00837,74
2015-01-07,2015-01,B00888,46
2015-01-07,2015-01,B01087,195
2015-01-07,2015-01,B01183,26
2015-01-07,2015-01,B01197,146
2015-01-07,2015-01,B01309,4
2015-01-07,2015-01,B01367,80
2015-01-07,2015-01,B01779,37
2015-01-07,2015-01,B01803,9
2015-01-07,2015-01,B01861,8
2015-01-07,2015-01,B01871,12
2015-01-07,2015-01,B01875,59
2015-01-07,2015-01,B01876,6
2015-01-07,2015-01,B01877,96
2015-01-07,2015-01,B01899,84
2015-01-07,2015-01,B01907,18
2015-01-07,2015-01,B01913,6
2015-01-07,2015-01,B01938,8
2015-01-07,2015-01,B01949,91
2015-01-07,2015-01,B01976,5
2015-01-07,2015-01,B01985,24
2015-01-07,2015-01,B01989,7
2015-01-07,2015-01,B01990,1
2015-01-07,2015-01,B01998,199
2015-01-07,2015-01,B02003,74
2015-01-07,2015-01,B02005,13
2015-01-07,2015-01,B02016,28
2015-01-07,2015-01,B02022,16
2015-01-07,2015-01,B02067,109
2015-01-07,2015-01,B02073,11
2015-01-07,2015-01,B02096,22
