pickup_date,pickup_month,base,base_name,trips,vehicles
2015-06-22,2015-06,B01367,"ROYAL DISPATCH SERVICES, INC.",257,91
2015-06-22,2015-06,B01379,J.J.S. TRANSPORTATION CO. INC.,61,4
2015-06-22,2015-06,B01391,ROSE 'N' DALE C/S INC,127,11
2015-06-22,2015-06,B01398,ALEX EXP C/L INC,1,0
2015-06-22,2015-06,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,285,0
2015-06-22,2015-06,B01432,TOVAR TRANSPORTATION INC,322,26
2015-06-22,2015-06,B01445,J T TRANS CO INC,160,51
2015-06-22,2015-06,B01475,"MIDWOOD VS, INC",1,0
2015-06-22,2015-06,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",108,13
2015-06-22,2015-06,B01509,"BRUNWISH ENTERPRISES,LTD.",872,74
2015-06-22,2015-06,B01522,"STM ENTERPRISES,INC",77,14
2015-06-22,2015-06,B01559,MUNKACS CAR SVC LTD,409,23
2015-06-22,2015-06,B01606,LA MEXICANA EXPRESS INC.,1479,116
2015-06-22,2015-06,B01608,JERUSALEM CAR COM.INC.,20,7
2015-06-22,2015-06,B01623,JAMAICA EXPRESS CAR SERVICE INC.,63,10
2015-06-22,2015-06,B01625,GLOBE CAR SERVICE INC,111,10
2015-06-22,2015-06,B01626,LA NUEVA QUISQUEYA C/S INC,1342,117
2015-06-22,2015-06,B01635,HAR-SINAY CAR & LIMO SVC INC,50,8
2015-06-22,2015-06,B01672,NEW DAYNIGHT CAR SVCE,41,23
2015-06-22,2015-06,B01721,W.K. CAR & LIMO SERVICE INC,444,58
2015-06-22,2015-06,B01726,SUPER CLASS RADIO DISP INC,868,150
2015-06-22,2015-06,B01727,"CHAUFFEUR SERVICES, INC.",3,2
2015-06-22,2015-06,B01730,LUCKY EXPRESS CORPORATION,5,5
