pickup_date,pickup_month,base,base_name,trips,vehicles
2015-02-05,2015-02,B01066,DOMINICANA RAD DISP INC,822,87
2015-02-05,2015-02,B01083,BROAD DYCKMAN C/S INC,983,115
2015-02-05,2015-02,B01087,ELITE LIMO PLUS INC,977,271
2015-02-05,2015-02,B01148,EVELYN CAR SERVICE INC,522,64
2015-02-05,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",348,89
2015-02-05,2015-02,B01282,NEW LOTS C/S INC,1376,78
2015-02-05,2015-02,B01285,UNION RADIO DISPATCH INC,1404,162
2015-02-05,2015-02,B01300,KENNEDY RAD DISP INC,790,132
2015-02-05,2015-02,B01312,BROOKLYN RAD DISP INC,1052,109
2015-02-05,2015-02,B01313,JOY CAR SERVICES INC.,10,8
2015-02-05,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1654,158
2015-02-05,2015-02,B01341,A NEW DAY RAD DISP INC,1771,164
2015-02-05,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",279,82
2015-02-05,2015-02,B01522,"STM ENTERPRISES,INC",100,15
2015-02-05,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,430,60
2015-02-05,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,6,0
2015-02-05,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,933,137
2015-02-05,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,9,0
2015-02-05,2015-02,B01877,U.S.A. LIMO. INC.,488,132
2015-02-05,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1162,115
2015-02-05,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,61,31
2015-02-05,2015-02,B01984,NY 88 EXPRESS CORP.,628,100
2015-02-05,2015-02,B01990,SUK INCORPORATED,150,39
2015-02-05,2015-02,B02003,"AVALON CORPORATE CAR,INC.",258,99
2015-02-05,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,117,32
2015-02-05,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",179,88
2015-02-05,2015-02,B02096,"CET GROUP, INC",29,21
2015-02-05,2015-02,B02107,APOLLO RADIO DISPATCH INC.,1076,85
2015-02-05,2015-02,B02120,HARRISON GLOBAL LLC,323,107
2015-02-05,2015-02,B02147,"MITA LIMOUSINE, INC.",50,13
2015-02-05,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,15,15
2015-02-05,2015-02,B02285,"VALERA GLOBAL, INC.",316,95
2015-02-05,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,11,5
2015-02-05,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",18,7
2015-02-05,2015-02,B02566,GSL LIMOUSINES CORP.,8,7
2015-02-05,2015-02,B02569,GOGREENRIDE INC.,197,1
2015-02-05,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1475,108
2015-02-05,2015-02,B02715,GROUNDANYWHERE LLC,325,83
2015-02-06,2015-02,B00013,LOVE CORP CAR INC,512,108
2015-02-06,2015-02,B00014,NY ONE CORP CAR INC,724,171
2015-02-06,2015-02,B00029,COMMUNITY CAR SVC CORP,1011,51
2015-02-06,2015-02,B00053,CHARGE AND RIDE INC,172,78
2015-02-06,2015-02,B00095,LIBERTY CAR SERVICE INC.,1204,138
2015-02-06,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,634,84
2015-02-06,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",509,166
2015-02-06,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,1057,129
2015-02-06,2015-02,B00254,XYZ TWO WAY RADIO,1174,290
2015-02-06,2015-02,B00280,FLEET RADIO DISPATCH CORP.,307,84
2015-02-06,2015-02,B00310,WATSON CAR SERVICE INC.,2307,155
2015-02-06,2015-02,B00381,BELL RADIO INC,347,86
2015-02-06,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,350,89
2015-02-06,2015-02,B00448,DIAL CAR INC.,8,2
2015-02-06,2015-02,B00457,PREMIUM BRONX CORP,2498,124
2015-02-06,2015-02,B00477,INTA-BORO ACRES INC,523,150
2015-02-06,2015-02,B00552,HINO-MARU ENTERPRISES INC.,48,31
2015-02-06,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,21,8
2015-02-06,2015-02,B00837,CAREY LIMO N Y INC,386,145
2015-02-06,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2620,739
2015-02-06,2015-02,B00919,HARLEM CARS INC.,874,67
2015-02-06,2015-02,B01066,DOMINICANA RAD DISP INC,973,88
2015-02-06,2015-02,B01083,BROAD DYCKMAN C/S INC,1118,121
2015-02-06,2015-02,B01087,ELITE LIMO PLUS INC,753,241
2015-02-06,2015-02,B01148,EVELYN CAR SERVICE INC,610,66
2015-02-06,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",303,88
2015-02-06,2015-02,B01282,NEW LOTS C/S INC,1308,82
2015-02-06,2015-02,B01285,UNION RADIO DISPATCH INC,1515,169
2015-02-06,2015-02,B01300,KENNEDY RAD DISP INC,946,133
2015-02-06,2015-02,B01312,BROOKLYN RAD DISP INC,904,114
2015-02-06,2015-02,B01313,JOY CAR SERVICES INC.,46,24
2015-02-06,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1650,157
2015-02-06,2015-02,B01341,A NEW DAY RAD DISP INC,2273,171
2015-02-06,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",212,68
2015-02-06,2015-02,B01522,"STM ENTERPRISES,INC",111,16
2015-02-06,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,453,61
2015-02-06,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,2,0
2015-02-06,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,1153,143
2015-02-06,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,17,0
2015-02-06,2015-02,B01877,U.S.A. LIMO. INC.,471,131
2015-02-06,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1078,112
2015-02-06,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,54,25
2015-02-06,2015-02,B01984,NY 88 EXPRESS CORP.,659,100
2015-02-06,2015-02,B01990,SUK INCORPORATED,142,41
2015-02-06,2015-02,B02003,"AVALON CORPORATE CAR,INC.",318,100
2015-02-06,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,89,30
2015-02-06,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",139,72
2015-02-06,2015-02,B02096,"CET GROUP, INC",16,15
2015-02-06,2015-02,B02107,APOLLO RADIO DISPATCH INC.,1310,97
2015-02-06,2015-02,B02120,HARRISON GLOBAL LLC,273,87
2015-02-06,2015-02,B02147,"MITA LIMOUSINE, INC.",34,9
2015-02-06,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,12,12
2015-02-06,2015-02,B02285,"VALERA GLOBAL, INC.",215,81
2015-02-06,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,20,5
2015-02-06,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",16,6
2015-02-06,2015-02,B02566,GSL LIMOUSINES CORP.,11,10
2015-02-06,2015-02,B02569,GOGREENRIDE INC.,163,1
2015-02-06,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1979,112
2015-02-06,2015-02,B02715,GROUNDANYWHERE LLC,259,68
2015-02-07,2015-02,B00013,LOVE CORP CAR INC,145,65
2015-02-07,2015-02,B00014,NY ONE CORP CAR INC,181,98
2015-02-07,2015-02,B00029,COMMUNITY CAR SVC CORP,1745,48
2015-02-07,2015-02,B00053,CHARGE AND RIDE INC,26,19
2015-02-07,2015-02,B00095,LIBERTY CAR SERVICE INC.,1197,135
2015-02-07,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,396,77
2015-02-07,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",170,83
2015-02-07,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,1057,121
2015-02-07,2015-02,B00254,XYZ TWO WAY RADIO,401,141
2015-02-07,2015-02,B00280,FLEET RADIO DISPATCH CORP.,96,51
2015-02-07,2015-02,B00310,WATSON CAR SERVICE INC.,2276,147
2015-02-07,2015-02,B00381,BELL RADIO INC,105,43
2015-02-07,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,141,38
2015-02-07,2015-02,B00457,PREMIUM BRONX CORP,2260,129
2015-02-07,2015-02,B00477,INTA-BORO ACRES INC,157,77
2015-02-07,2015-02,B00552,HINO-MARU ENTERPRISES INC.,27,22
2015-02-07,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,1,1
2015-02-07,2015-02,B00837,CAREY LIMO N Y INC,157,69
2015-02-07,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,1581,590
2015-02-07,2015-02,B00919,HARLEM CARS INC.,879,72
2015-02-07,2015-02,B01066,DOMINICANA RAD DISP INC,1029,87
2015-02-07,2015-02,B01083,BROAD DYCKMAN C/S INC,1232,120
2015-02-07,2015-02,B01087,ELITE LIMO PLUS INC,198,114
2015-02-07,2015-02,B01148,EVELYN CAR SERVICE INC,601,61
2015-02-07,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",94,43
2015-02-07,2015-02,B01282,NEW LOTS C/S INC,1287,81
2015-02-07,2015-02,B01285,UNION RADIO DISPATCH INC,1729,166
2015-02-07,2015-02,B01300,KENNEDY RAD DISP INC,978,131
2015-02-07,2015-02,B01312,BROOKLYN RAD DISP INC,504,85
2015-02-07,2015-02,B01313,JOY CAR SERVICES INC.,32,26
2015-02-07,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1965,160
2015-02-07,2015-02,B01341,A NEW DAY RAD DISP INC,1254,141
2015-02-07,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",67,34
2015-02-07,2015-02,B01522,"STM ENTERPRISES,INC",102,15
2015-02-07,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,531,61
2015-02-07,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,4,0
2015-02-07,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,1075,148
2015-02-07,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,11,0
2015-02-07,2015-02,B01877,U.S.A. LIMO. INC.,174,62
2015-02-07,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",888,85
2015-02-07,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,6,6
2015-02-07,2015-02,B01984,NY 88 EXPRESS CORP.,315,80
2015-02-07,2015-02,B01990,SUK INCORPORATED,94,26
2015-02-07,2015-02,B02003,"AVALON CORPORATE CAR,INC.",81,44
2015-02-07,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,38,19
2015-02-07,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",38,25
2015-02-07,2015-02,B02096,"CET GROUP, INC",8,7
2015-02-07,2015-02,B02107,APOLLO RADIO DISPATCH INC.,1513,99
2015-02-07,2015-02,B02120,HARRISON GLOBAL LLC,136,51
2015-02-07,2015-02,B02147,"MITA LIMOUSINE, INC.",34,8
2015-02-07,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,12,12
2015-02-07,2015-02,B02285,"VALERA GLOBAL, INC.",81,39
2015-02-07,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,14,6
2015-02-07,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",5,3
2015-02-07,2015-02,B02566,GSL LIMOUSINES CORP.,2,2
2015-02-07,2015-02,B02569,GOGREENRIDE INC.,97,1
2015-02-07,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1790,114
2015-02-07,2015-02,B02715,GROUNDANYWHERE LLC,114,47
2015-02-08,2015-02,B00013,LOVE CORP CAR INC,160,68
2015-02-08,2015-02,B00014,NY ONE CORP CAR INC,211,93
2015-02-08,2015-02,B00029,COMMUNITY CAR SVC CORP,1579,45
2015-02-08,2015-02,B00053,CHARGE AND RIDE INC,42,27
2015-02-08,2015-02,B00095,LIBERTY CAR SERVICE INC.,1020,139
2015-02-08,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,304,58
2015-02-08,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",267,103
2015-02-08,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,887,108
2015-02-08,2015-02,B00254,XYZ TWO WAY RADIO,574,167
2015-02-08,2015-02,B00280,FLEET RADIO DISPATCH CORP.,95,43
2015-02-08,2015-02,B00310,WATSON CAR SERVICE INC.,2215,142
2015-02-08,2015-02,B00381,BELL RADIO INC,111,46
2015-02-08,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,153,43
2015-02-08,2015-02,B00457,PREMIUM BRONX CORP,1794,111
2015-02-08,2015-02,B00477,INTA-BORO ACRES INC,134,64
2015-02-08,2015-02,B00552,HINO-MARU ENTERPRISES INC.,24,18
2015-02-08,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,4,3
2015-02-08,2015-02,B00837,CAREY LIMO N Y INC,252,97
2015-02-08,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,1796,621
2015-02-08,2015-02,B00919,HARLEM CARS INC.,769,71
2015-02-08,2015-02,B01066,DOMINICANA RAD DISP INC,842,86
2015-02-08,2015-02,B01083,BROAD DYCKMAN C/S INC,1040,101
2015-02-08,2015-02,B01087,ELITE LIMO PLUS INC,180,106
2015-02-08,2015-02,B01148,EVELYN CAR SERVICE INC,530,55
2015-02-08,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",112,48
2015-02-08,2015-02,B01282,NEW LOTS C/S INC,1145,77
2015-02-08,2015-02,B01285,UNION RADIO DISPATCH INC,1764,153
2015-02-08,2015-02,B01300,KENNEDY RAD DISP INC,930,114
2015-02-08,2015-02,B01312,BROOKLYN RAD DISP INC,593,82
2015-02-08,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1692,146
2015-02-08,2015-02,B01341,A NEW DAY RAD DISP INC,929,111
2015-02-08,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",51,27
2015-02-08,2015-02,B01522,"STM ENTERPRISES,INC",75,15
2015-02-08,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,412,55
2015-02-08,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,3,0
2015-02-08,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,904,132
2015-02-08,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,6,0
2015-02-08,2015-02,B01877,U.S.A. LIMO. INC.,196,73
2015-02-08,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",697,74
2015-02-08,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,4,3
2015-02-08,2015-02,B01984,NY 88 EXPRESS CORP.,116,45
2015-02-08,2015-02,B01990,SUK INCORPORATED,70,19
2015-02-08,2015-02,B02003,"AVALON CORPORATE CAR,INC.",89,43
2015-02-08,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,26,10
2015-02-08,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",61,35
2015-02-08,2015-02,B02096,"CET GROUP, INC",5,4
2015-02-08,2015-02,B02107,APOLLO RADIO DISPATCH INC.,1137,71
2015-02-08,2015-02,B02120,HARRISON GLOBAL LLC,174,61
2015-02-08,2015-02,B02147,"MITA LIMOUSINE, INC.",18,6
2015-02-08,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,1,1
2015-02-08,2015-02,B02285,"VALERA GLOBAL, INC.",71,39
2015-02-08,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,14,7
2015-02-08,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",7,2
2015-02-08,2015-02,B02566,GSL LIMOUSINES CORP.,2,2
2015-02-08,2015-02,B02569,GOGREENRIDE INC.,61,1
2015-02-08,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1546,109
2015-02-08,2015-02,B02715,GROUNDANYWHERE LLC,126,48
2015-02-09,2015-02,B00013,LOVE CORP CAR INC,339,102
2015-02-09,2015-02,B00014,NY ONE CORP CAR INC,535,154
2015-02-09,2015-02,B00029,COMMUNITY CAR SVC CORP,942,49
2015-02-09,2015-02,B00053,CHARGE AND RIDE INC,74,41
2015-02-09,2015-02,B00095,LIBERTY CAR SERVICE INC.,833,139
2015-02-09,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,538,84
2015-02-09,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",472,145
2015-02-09,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,1003,120
2015-02-09,2015-02,B00254,XYZ TWO WAY RADIO,1170,273
2015-02-09,2015-02,B00280,FLEET RADIO DISPATCH CORP.,237,76
2015-02-09,2015-02,B00310,WATSON CAR SERVICE INC.,1800,152
2015-02-09,2015-02,B00381,BELL RADIO INC,217,80
2015-02-09,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,298,79
2015-02-09,2015-02,B00448,DIAL CAR INC.,7,2
2015-02-09,2015-02,B00457,PREMIUM BRONX CORP,1549,127
2015-02-09,2015-02,B00477,INTA-BORO ACRES INC,533,151
2015-02-09,2015-02,B00552,HINO-MARU ENTERPRISES INC.,33,23
2015-02-09,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,14,7
2015-02-09,2015-02,B00837,CAREY LIMO N Y INC,443,159
2015-02-09,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,1905,599
2015-02-09,2015-02,B00919,HARLEM CARS INC.,621,63
2015-02-09,2015-02,B01066,DOMINICANA RAD DISP INC,740,85
2015-02-09,2015-02,B01083,BROAD DYCKMAN C/S INC,1015,115
2015-02-09,2015-02,B01087,ELITE LIMO PLUS INC,705,224
2015-02-09,2015-02,B01148,EVELYN CAR SERVICE INC,454,56
2015-02-09,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",283,82
2015-02-09,2015-02,B01282,NEW LOTS C/S INC,1106,77
2015-02-09,2015-02,B01285,UNION RADIO DISPATCH INC,1409,158
2015-02-09,2015-02,B01300,KENNEDY RAD DISP INC,801,128
2015-02-09,2015-02,B01312,BROOKLYN RAD DISP INC,1041,114
2015-02-09,2015-02,B01313,JOY CAR SERVICES INC.,14,12
2015-02-09,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1495,147
2015-02-09,2015-02,B01341,A NEW DAY RAD DISP INC,1488,166
2015-02-09,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",205,74
2015-02-09,2015-02,B01522,"STM ENTERPRISES,INC",106,16
2015-02-09,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,430,58
2015-02-09,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,8,0
2015-02-09,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,848,137
2015-02-09,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,8,0
2015-02-09,2015-02,B01877,U.S.A. LIMO. INC.,383,124
2015-02-09,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",643,92
2015-02-09,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,63,29
2015-02-09,2015-02,B01984,NY 88 EXPRESS CORP.,575,93
2015-02-09,2015-02,B01990,SUK INCORPORATED,110,31
2015-02-09,2015-02,B02003,"AVALON CORPORATE CAR,INC.",276,91
2015-02-09,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,82,26
2015-02-09,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",139,79
2015-02-09,2015-02,B02096,"CET GROUP, INC",7,6
2015-02-09,2015-02,B02107,APOLLO RADIO DISPATCH INC.,1036,93
2015-02-09,2015-02,B02120,HARRISON GLOBAL LLC,284,93
2015-02-09,2015-02,B02147,"MITA LIMOUSINE, INC.",26,8
2015-02-09,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,28,26
2015-02-09,2015-02,B02285,"VALERA GLOBAL, INC.",241,81
2015-02-09,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,23,8
2015-02-09,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",16,6
2015-02-09,2015-02,B02566,GSL LIMOUSINES CORP.,5,5
2015-02-09,2015-02,B02569,GOGREENRIDE INC.,202,1
2015-02-09,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1356,109
2015-02-09,2015-02,B02715,GROUNDANYWHERE LLC,243,69
2015-02-10,2015-02,B00013,LOVE CORP CAR INC,435,111
2015-02-10,2015-02,B00014,NY ONE CORP CAR INC,668,171
2015-02-10,2015-02,B00029,COMMUNITY CAR SVC CORP,836,47
2015-02-10,2015-02,B00053,CHARGE AND RIDE INC,103,59
2015-02-10,2015-02,B00095,LIBERTY CAR SERVICE INC.,867,144
2015-02-10,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,597,86
2015-02-10,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",594,170
2015-02-10,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,996,128
2015-02-10,2015-02,B00254,XYZ TWO WAY RADIO,1429,304
2015-02-10,2015-02,B00280,FLEET RADIO DISPATCH CORP.,267,78
2015-02-10,2015-02,B00310,WATSON CAR SERVICE INC.,1799,152
2015-02-10,2015-02,B00381,BELL RADIO INC,344,93
2015-02-10,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,428,94
2015-02-10,2015-02,B00448,DIAL CAR INC.,10,3
2015-02-10,2015-02,B00457,PREMIUM BRONX CORP,1571,119
2015-02-10,2015-02,B00477,INTA-BORO ACRES INC,627,159
2015-02-10,2015-02,B00552,HINO-MARU ENTERPRISES INC.,35,29
2015-02-10,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,16,6
2015-02-10,2015-02,B00837,CAREY LIMO N Y INC,533,183
2015-02-10,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2276,702
2015-02-10,2015-02,B00919,HARLEM CARS INC.,765,67
2015-02-10,2015-02,B01066,DOMINICANA RAD DISP INC,690,86
2015-02-10,2015-02,B01083,BROAD DYCKMAN C/S INC,903,119
2015-02-10,2015-02,B01087,ELITE LIMO PLUS INC,903,266
2015-02-10,2015-02,B01148,EVELYN CAR SERVICE INC,437,57
2015-02-10,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",355,92
2015-02-10,2015-02,B01282,NEW LOTS C/S INC,1230,81
2015-02-10,2015-02,B01285,UNION RADIO DISPATCH INC,1403,162
2015-02-10,2015-02,B01300,KENNEDY RAD DISP INC,820,132
2015-02-10,2015-02,B01312,BROOKLYN RAD DISP INC,1015,119
2015-02-10,2015-02,B01313,JOY CAR SERVICES INC.,27,27
2015-02-10,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1535,151
2015-02-10,2015-02,B01341,A NEW DAY RAD DISP INC,1613,175
2015-02-10,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",266,87
2015-02-10,2015-02,B01522,"STM ENTERPRISES,INC",96,17
2015-02-10,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,450,60
2015-02-10,2015-02,B01734,AMERICAN DREAM CAR SERVICE INC.,7,0
2015-02-10,2015-02,B01777,PREMIUM RADIO DISP & MULTI SVC,773,136
2015-02-10,2015-02,B01848,GRAND LIMO & CAR SERVICE INC.,8,0
2015-02-10,2015-02,B01877,U.S.A. LIMO. INC.,475,132
2015-02-10,2015-02,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1099,104
2015-02-10,2015-02,B01949,FIRST CLASS OF NEW YORK INC.,73,33
2015-02-10,2015-02,B01984,NY 88 EXPRESS CORP.,654,97
2015-02-10,2015-02,B01990,SUK INCORPORATED,132,37
2015-02-10,2015-02,B02003,"AVALON CORPORATE CAR,INC.",284,95
2015-02-10,2015-02,B02022,GOLD SEAL CAR & LIMO INC.,97,30
2015-02-10,2015-02,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",162,87
2015-02-10,2015-02,B02096,"CET GROUP, INC",27,22
2015-02-10,2015-02,B02107,APOLLO RADIO DISPATCH INC.,985,90
2015-02-10,2015-02,B02120,HARRISON GLOBAL LLC,338,107
2015-02-10,2015-02,B02147,"MITA LIMOUSINE, INC.",32,10
2015-02-10,2015-02,B02183,BANGLA CAR & LIMO. SERVICE INC.,12,12
2015-02-10,2015-02,B02285,"VALERA GLOBAL, INC.",299,91
2015-02-10,2015-02,B02475,ECKFORD LITE CAR & LIMO INC.,7,7
2015-02-10,2015-02,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",19,7
2015-02-10,2015-02,B02566,GSL LIMOUSINES CORP.,11,9
2015-02-10,2015-02,B02569,GOGREENRIDE INC.,175,1
2015-02-10,2015-02,B02653,NEW COLLEGE CAR SVCE INC,1253,113
2015-02-10,2015-02,B02715,GROUNDANYWHERE LLC,280,78
2015-02-11,2015-02,B00013,LOVE CORP CAR INC,462,111
2015-02-11,2015-02,B00014,NY ONE CORP CAR INC,737,181
2015-02-11,2015-02,B00029,COMMUNITY CAR SVC CORP,857,47
2015-02-11,2015-02,B00053,CHARGE AND RIDE INC,108,59
2015-02-11,2015-02,B00095,LIBERTY CAR SERVICE INC.,848,154
2015-02-11,2015-02,B00221,PROFESSIONAL CAR SERVICE INC,570,89
2015-02-11,2015-02,B00227,"PARK WEST EXEC. SERVICES, INC.",682,181
2015-02-11,2015-02,B00248,YELLOWSTONE TRANSPORTATION INC.,1004,130
2015-02-11,2015-02,B00254,XYZ TWO WAY RADIO,1561,303
2015-02-11,2015-02,B00280,FLEET RADIO DISPATCH CORP.,324,86
2015-02-11,2015-02,B00310,WATSON CAR SERVICE INC.,1825,151
2015-02-11,2015-02,B00381,BELL RADIO INC,352,87
2015-02-11,2015-02,B00412,NYC 2 WAY INTERNATIONAL LTD,509,95
2015-02-11,2015-02,B00448,DIAL CAR INC.,6,2
2015-02-11,2015-02,B00457,PREMIUM BRONX CORP,1687,123
2015-02-11,2015-02,B00477,INTA-BORO ACRES INC,624,162
2015-02-11,2015-02,B00552,HINO-MARU ENTERPRISES INC.,42,30
2015-02-11,2015-02,B00623,MANHATTAN INT'L LIMO NETWORK LLC,27,9
2015-02-11,2015-02,B00837,CAREY LIMO N Y INC,572,187
2015-02-11,2015-02,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2404,755
2015-02-11,2015-02,B00919,HARLEM CARS INC.,624,69
2015-02-11,2015-02,B01066,DOMINICANA RAD DISP INC,721,88
2015-02-11,2015-02,B01083,BROAD DYCKMAN C/S INC,884,115
2015-02-11,2015-02,B01087,ELITE LIMO PLUS INC,1011,261
2015-02-11,2015-02,B01148,EVELYN CAR SERVICE INC,453,60
2015-02-11,2015-02,B01197,"TEL-A-CAR OF NEW YORK, LLC",377,93
2015-02-11,2015-02,B01282,NEW LOTS C/S INC,1134,81
2015-02-11,2015-02,B01285,UNION RADIO DISPATCH INC,1422,164
2015-02-11,2015-02,B01300,KENNEDY RAD DISP INC,839,127
2015-02-11,2015-02,B01312,BROOKLYN RAD DISP INC,1007,122
2015-02-11,2015-02,B01313,JOY CAR SERVICES INC.,22,21
2015-02-11,2015-02,B01315,"V.I.T. CAR SERVICE, INC.",1574,147
2015-02-11,2015-02,B01341,A NEW DAY RAD DISP INC,1798,168
2015-02-11,2015-02,B01367,"ROYAL DISPATCH SERVICES, INC.",305,89
2015-02-11,2015-02,B01522,"STM ENTERPRISES,INC",98,16
2015-02-11,2015-02,B01651,U.P.S. RADIO DISPATCH CORP.,453,59
